account no,name,age,balance,loan,marital,gender,education
15793896,John,40,95312.8,no,married,Male,secondary
15620570,Sinnett,43,202443.47,no,divorced,Male,secondary
15727811,Ts'ui,47,109493.62,no,married,Female,tertiary
15707681,Pokrovsky,38,88977.39,no,married,Male,secondary
15702030,Azarov,29,104982.57,no,single,Female,tertiary
15673238,McCarthy,59,154110.99,no,divorced,Female,secondary
15604196,Simpson,32,185714.28,no,married,Male,secondary
15769356,Stevenson,23,116022.53,no,married,Female,secondary
15665590,Moore,46,0.0,no,single,Male,tertiary
15572361,Chill,34,164011.48,no,married,Female,secondary
15667460,Moore,31,0.0,yes,married,Male,secondary
15654760,Su,40,101514.89,no,divorced,Male,secondary
15632669,Rees,32,0.0,no,single,Female,tertiary
15613673,Lung,28,0.0,yes,married,Male,secondary
15698522,Thomas,39,134599.33,no,divorced,Male,secondary
15741633,Fuller,32,147511.26,no,single,Male,secondary
15674583,Trevisani,25,78396.08,no,married,Male,tertiary
15665374,Dumolo,31,0.0,no,single,Female,primary
15588854,Wu,31,110581.29,no,married,Female,unknown
15810716,Kerr,42,151836.36,yes,single,Male,secondary
15776921,Geoghegan,45,83624.55,no,married,Male,primary
15569394,Bailey,24,148197.15,yes,single,Male,tertiary
15788215,Hsia,30,122924.75,no,married,Female,tertiary
15641007,Holden,38,72594.0,no,married,Female,secondary
15594651,Milani,38,115221.36,no,divorced,Male,tertiary
15575146,Jamieson,51,117808.74,no,divorced,Male,secondary
15608916,Ndubueze,40,147754.68,no,married,Male,secondary
15666297,Abramova,53,0.0,no,single,Female,tertiary
15598586,Wetherspoon,31,113292.17,no,divorced,Male,secondary
15665014,Middleton,36,0.0,yes,divorced,Male,tertiary
15701738,Arcuri,44,115163.38,no,married,Male,secondary
15650591,Calabrese,50,118098.62,yes,married,Male,primary
15652667,Hampton,39,0.0,no,divorced,Male,secondary
15679622,Clayton,35,0.0,no,divorced,Male,secondary
15730150,Otutodilichukwu,37,120825.7,no,married,Male,primary
15813192,Chukwuemeka,25,0.0,no,married,Male,primary
15606554,Douglas,29,0.0,no,married,Male,secondary
15611794,Galloway,61,133845.28,no,divorced,Male,secondary
15672357,Sochima,38,0.0,no,married,Male,tertiary
15711759,Wilkins,29,108541.04,yes,married,Female,secondary
15615296,Rice,39,0.0,no,divorced,Male,primary
15699294,Pope,30,0.0,no,married,Male,secondary
15788634,Romani,37,113817.06,no,married,Female,secondary
15660871,Ch'ang,28,137300.23,no,divorced,Male,tertiary
15618258,Chizuoke,37,158024.38,no,divorced,Male,tertiary
15722535,Ireland,33,127837.54,no,married,Female,secondary
15711977,Finch,36,161533.0,no,married,Male,primary
15690169,Meng,31,161171.7,no,single,Male,tertiary
15790689,Hibbins,32,80958.36,no,single,Male,primary
15665181,Chung,25,0.0,no,married,Male,primary
15633608,Black,33,146193.6,no,married,Male,secondary
15805261,Balashov,29,0.0,no,married,Male,primary
15740356,Palmer,26,115021.76,no,married,Male,tertiary
15808223,Lea,41,126773.43,no,married,Male,secondary
15769980,Singleton,40,92889.91,no,married,Female,tertiary
15675450,Burt,48,0.0,yes,single,Male,tertiary
15776494,Siciliano,61,146622.35,no,married,Male,primary
15592412,Sun,45,131038.14,no,divorced,Male,secondary
15777452,Sauve,46,88820.29,no,married,Female,unknown
15692258,Thompson,31,115406.97,no,married,Male,secondary
15791045,Boni,38,132951.92,no,married,Female,secondary
15807889,Wood,74,108891.7,no,married,Male,secondary
15602043,Buccho,46,141788.63,no,single,Female,tertiary
15807335,Spencer,64,116954.32,no,married,Female,secondary
15629985,Eidson,47,90450.0,no,divorced,Female,tertiary
15679453,Hung,39,125997.22,no,married,Female,secondary
15637315,Melvin,41,0.0,no,married,Female,secondary
15691513,Dawkins,60,0.0,no,married,Male,tertiary
15622289,Rizzo,36,0.0,no,single,Female,secondary
15715184,Capon,31,144637.86,yes,married,Female,secondary
15702801,Ts'ao,29,86616.35,no,married,Female,primary
15719931,Johnstone,31,0.0,no,married,Male,primary
15806081,Fleming,48,127924.25,no,married,Female,secondary
15796336,Chang,34,0.0,no,married,Female,secondary
15647306,Gibbs,29,131240.61,no,married,Female,secondary
15742369,Rita,31,0.0,no,married,Male,secondary
15655859,Munro,35,120046.74,no,married,Male,secondary
15675650,Duncan,39,97819.36,yes,married,Female,tertiary
15574119,Okwuadigbo,64,62979.93,no,married,Female,secondary
15754168,McIntosh,40,0.0,no,married,Female,tertiary
15763029,Ch'iu,46,161450.03,no,married,Male,secondary
15765048,Watt,30,0.0,no,married,Male,primary
15786215,Udinese,56,119496.25,no,married,Male,secondary
15707559,Clark,30,0.0,no,single,Female,secondary
15582129,Hsia,62,43772.66,no,single,Male,tertiary
15687540,Obiuto,32,100249.41,yes,married,Male,secondary
15787196,T'ien,46,0.0,yes,married,Male,tertiary
15670898,McKenzie,60,108028.08,no,single,Female,primary
15775433,Tang,71,53013.29,no,single,Male,primary
15700693,Tu,68,0.0,yes,married,Male,secondary
15677955,Tsui,33,122088.67,no,married,Male,secondary
15570086,Lynch,18,90544.0,no,married,Male,primary
15794875,Hung,35,0.0,no,married,Male,secondary
15673591,Oluchukwu,44,141252.18,yes,married,Male,secondary
15631756,Tuan,35,147813.05,no,married,Female,secondary
15757617,Lewis,55,134140.68,no,married,Male,secondary
15612729,Chidiebere,63,0.0,yes,single,Female,secondary
15637857,Woolacott,31,0.0,no,divorced,Female,secondary
15681007,Yen,35,128548.49,no,married,Female,primary
15593622,Service,43,122198.21,yes,married,Male,secondary
15629273,Lin,42,145177.84,no,married,Male,secondary
15765846,Chuang,31,94222.53,no,divorced,Female,secondary
15596013,Akhtar,58,143212.22,no,single,Female,secondary
15722473,Faulkner,41,0.0,no,married,Male,secondary
15774936,Liang,41,143350.41,no,single,Male,tertiary
15685640,Dancy,41,130931.83,no,divorced,Female,tertiary
15566563,Duigan,30,137851.31,no,single,Female,secondary
15768746,McLean,33,0.0,no,married,Male,tertiary
15689952,Zuyeva,41,0.0,no,single,Male,tertiary
15725906,Hankinson,51,0.0,no,married,Female,secondary
15634501,Wei,60,140614.15,no,married,Male,secondary
15571940,Afamefula,22,118680.57,yes,married,Male,secondary
15741643,Chiang,35,122917.69,no,married,Male,secondary
15806822,Myers,36,0.0,no,married,Female,secondary
15701166,Chinedum,40,131754.11,no,married,Male,tertiary
15718531,Ukaegbunam,35,0.0,no,married,Female,secondary
15628308,Akubundu,24,0.0,no,married,Female,primary
15585287,Sal,35,119948.09,yes,single,Female,unknown
15781619,Stevenson,38,0.0,yes,married,Female,secondary
15805162,Sutherland,25,0.0,no,married,Male,secondary
15588535,Ts'ao,39,0.0,no,married,Female,secondary
15775307,Sung,38,97266.1,yes,married,Female,tertiary
15777616,Pisani,28,113690.83,no,married,Male,primary
15692291,Hs?eh,42,99056.22,yes,married,Female,secondary
15680843,Sherrod,34,0.0,no,married,Male,primary
15606232,Holloway,36,116338.68,no,divorced,Female,tertiary
15641585,Newton,40,97339.99,yes,married,Male,secondary
15684358,Kang,41,0.0,no,single,Male,tertiary
15806389,Walton,55,137592.31,no,married,Female,primary
15641860,Bradley,34,108760.27,no,married,Male,primary
15814237,Watkins,30,128770.88,no,divorced,Male,tertiary
15808780,Tien,34,0.0,no,divorced,Female,secondary
15767064,Davide,36,44054.84,no,married,Female,secondary
15751177,Milne,44,119657.53,no,single,Female,tertiary
15613427,Barling,49,108797.63,no,single,Female,secondary
15647259,Barnett,35,0.0,no,married,Male,secondary
15748660,Ellis,49,102025.32,yes,married,Female,secondary
15726695,Hsia,20,122446.61,no,divorced,Female,tertiary
15757473,Chukwujamuike,27,158786.67,no,married,Female,tertiary
15809509,Venables,29,125689.29,no,single,Male,tertiary
15715512,Hsia,29,154640.41,no,married,Male,tertiary
15614168,Alexander,50,146710.76,no,married,Female,tertiary
15679818,Yuan,67,136709.35,no,divorced,Male,secondary
15609928,Johnston,43,129305.09,yes,married,Male,tertiary
15731246,Hobler,40,0.0,no,single,Male,secondary
15685243,Jamieson,63,0.0,no,single,Female,secondary
15638730,Macleod,21,82844.33,no,married,Female,secondary
15697034,Norris,22,0.0,no,divorced,Female,secondary
15699225,Pirozzi,46,0.0,no,married,Male,primary
15677387,Folliero,33,76692.22,no,divorced,Female,secondary
15759184,Russell,34,117715.84,no,married,Male,tertiary
15595991,Hsiung,54,87105.32,no,married,Male,secondary
15681332,Tate,43,0.0,yes,divorced,Female,secondary
15756299,Davis,64,69311.16,yes,single,Female,secondary
15750547,Bair,26,0.0,no,married,Male,secondary
15566380,Drury,33,66948.67,no,married,Female,tertiary
15675963,Padovano,57,0.0,no,married,Female,unknown
15674671,Conway,76,128410.71,no,single,Male,tertiary
15621466,Waters,38,99897.53,no,divorced,Male,secondary
15607176,Kang,22,0.0,no,divorced,Male,tertiary
15570299,Martin,31,152622.34,no,married,Female,primary
15613197,Ugochukwutubelum,40,0.0,no,married,Male,secondary
15798885,Burns,56,138227.19,no,divorced,Male,secondary
15714883,Genovese,25,111395.53,no,single,Female,tertiary
15604497,Beale,44,84386.57,no,single,Male,secondary
15773949,Cherkasova,36,0.0,no,single,Female,tertiary
15774164,Coles,33,174673.65,yes,married,Male,secondary
15774127,Potter,46,0.0,no,married,Male,tertiary
15619016,McMinn,46,109019.65,no,married,Male,tertiary
15795759,Bergamaschi,52,107906.75,no,single,Female,secondary
15798844,Chijindum,54,128914.97,no,divorced,Male,secondary
15717962,Ch'iu,63,111179.83,no,married,Male,unknown
15691504,Yusupova,52,124099.13,no,married,Female,primary
15693893,Davis,59,122471.09,no,married,Male,tertiary
15672499,Iadanza,34,134692.4,no,married,Male,secondary
15750410,Jordan,25,123816.5,no,married,Female,secondary
15568904,Kruglova,34,106288.54,no,single,Male,secondary
15649033,Echezonachukwu,55,127723.25,no,married,Female,primary
15780989,Hajek,43,145843.82,no,single,Male,unknown
15771059,Welch,34,148200.72,no,married,Female,secondary
15687852,Vinogradoff,30,104145.65,no,divorced,Male,primary
15695280,Hung,24,142755.25,no,married,Male,secondary
15592751,Okwudiliolisa,63,81245.79,no,single,Female,tertiary
15598338,Mays,33,168560.46,yes,single,Female,secondary
15735784,Gardner,38,0.0,no,married,Male,secondary
15629128,Mamelu,42,132193.94,no,married,Male,secondary
15642870,Ross,58,0.0,no,single,Male,tertiary
15637977,Barese,25,139330.1,yes,single,Male,tertiary
15600792,Swayne,29,0.0,no,single,Male,secondary
15576131,Phillips,40,0.0,yes,married,Male,secondary
15686588,Manfrin,28,134571.5,no,single,Female,secondary
15761018,Tan,50,143829.2,no,married,Male,primary
15616029,Adams,32,0.0,no,married,Male,secondary
15761149,Teng,44,133444.97,no,single,Female,tertiary
15802758,Chinwendu,23,104753.84,no,married,Female,primary
15647838,Davison,51,116574.84,no,divorced,Female,secondary
15735968,Hsing,41,0.0,yes,married,Male,secondary
15581286,Castro,40,176914.8,no,married,Female,primary
15625445,Parkin,36,68348.18,no,married,Female,secondary
15600173,Manna,33,0.0,no,married,Female,secondary
15635143,Fennescey,42,56726.83,no,married,Male,secondary
15664849,Colon,46,65269.23,no,married,Male,secondary
15762455,Yeh,33,66220.17,no,married,Male,secondary
15797165,Bergamaschi,56,0.0,yes,single,Male,secondary
15788189,Matveyeva,41,96147.55,no,married,Female,primary
15780492,Ignatyeva,42,0.0,no,single,Male,tertiary
15678497,Lederer,48,0.0,no,married,Male,unknown
15588560,Nwabugwu,32,145330.43,no,divorced,Female,secondary
15606003,Abramowitz,21,0.0,no,single,Female,secondary
15611756,Chapman,47,124192.28,no,single,Female,secondary
15789563,Fiorentino,46,111288.18,no,married,Female,secondary
15702416,Cecil,43,107805.67,no,married,Male,tertiary
15766288,Ikechukwu,36,103700.69,yes,married,Female,secondary
15667633,Allen,38,0.0,no,married,Female,primary
15622774,Kao,34,0.0,no,married,Male,secondary
15755416,Hart,27,87739.08,no,married,Female,primary
15769915,Charlton,20,133313.34,no,single,Female,tertiary
15643908,Turnbull,49,0.0,no,married,Female,secondary
15627395,Manners,41,154902.66,no,married,Male,secondary
15679663,Chiazagomekpere,36,0.0,no,single,Female,tertiary
15651581,Lavrentyev,68,112595.85,no,single,Male,tertiary
15596379,Wallace,39,119695.75,no,married,Male,secondary
15746674,Miller,47,0.0,no,married,Female,secondary
15801256,Bazhenov,49,0.0,no,married,Male,secondary
15663808,Ifesinachi,59,152614.51,no,single,Female,secondary
15598521,Ma,33,131647.01,no,married,Female,secondary
15621457,Chu,27,96654.72,no,single,Male,tertiary
15764726,Kerr,22,137583.04,no,married,Male,secondary
15646374,Wynne,28,62717.84,no,married,Female,secondary
15716501,Moon,32,95377.13,no,single,Male,secondary
15589948,Disher,28,135936.1,yes,single,Male,secondary
15811343,Cattaneo,35,161591.11,no,divorced,Male,secondary
15659677,Beluchi,47,142382.03,no,married,Male,secondary
15594436,Mazzi,33,0.0,no,single,Male,tertiary
15748995,Ifeajuna,30,0.0,no,married,Male,secondary
15677062,Howe,38,127043.09,no,single,Female,tertiary
15697201,Yocum,46,0.0,no,divorced,Female,secondary
15666453,Moore,29,78885.88,no,married,Female,primary
15693771,Y?an,45,95922.9,no,married,Female,secondary
15569867,Chinweuba,29,0.0,yes,married,Female,secondary
15711602,Lowrie,36,91711.59,no,married,Female,primary
15717736,Shen,46,110031.09,no,married,Female,secondary
15750441,Lavarack,36,81210.72,no,single,Male,secondary
15732791,Davide,32,122947.92,no,married,Male,secondary
15775104,Gomes,38,182065.85,no,married,Female,secondary
15757607,Matveyeva,45,0.0,no,married,Male,secondary
15793070,Fiorentino,41,69974.66,no,single,Female,unknown
15760456,Eberechukwu,38,123711.73,no,divorced,Female,secondary
15665385,Gibney,44,76495.04,no,married,Male,primary
15612418,Virgo,38,0.0,no,single,Female,secondary
15727138,Kulikova,46,0.0,no,single,Male,tertiary
15732061,Liu,45,121874.89,no,married,Female,secondary
15776051,Kao,45,0.0,no,married,Female,primary
15616530,Foran,36,188455.19,yes,single,Male,secondary
15632344,Jones,42,99045.93,no,married,Female,primary
15744979,Fowler,36,0.0,no,single,Female,secondary
15745433,Conti,30,205770.78,no,married,Female,primary
15683657,Stephenson,31,79340.95,no,married,Female,secondary
15718572,Willis,57,138456.03,no,single,Male,secondary
15665783,Ts'ui,49,0.0,no,married,Male,primary
15652782,Chibuzo,48,101099.9,no,married,Male,secondary
15707025,Fang,31,0.0,no,married,Female,primary
15647807,Wyckoff,40,109219.83,no,divorced,Male,secondary
15718281,Muir,67,123276.69,yes,married,Male,secondary
15660571,Halpern,43,113034.31,no,single,Male,secondary
15727857,Flynn,41,0.0,no,single,Male,secondary
15639252,Shao,30,129548.5,yes,married,Male,secondary
15628144,Soares,72,74812.84,yes,married,Female,primary
15683560,Gallo,40,0.0,no,single,Female,secondary
15653275,Lei,54,0.0,no,divorced,Female,secondary
15622182,Daniels,28,153538.13,no,single,Female,primary
15613962,Kenechi,38,0.0,no,single,Female,secondary
15618437,Singleton,34,0.0,no,single,Male,unknown
15783338,Williams,32,155619.36,no,single,Male,secondary
15764491,Greece,35,159693.9,no,married,Male,secondary
15712960,Olisanugo,37,171653.17,no,married,Male,tertiary
15688157,Padovano,39,47685.47,no,single,Female,secondary
15579287,Rossi,35,0.0,no,divorced,Male,secondary
15570931,Grant,61,0.0,yes,married,Male,secondary
15615177,Ebelegbulam,28,123692.0,no,married,Male,secondary
15809906,Mitchell,26,148853.29,no,married,Male,primary
15652169,Buckley,35,133161.95,no,single,Male,tertiary
15649450,Repina,24,143221.35,no,divorced,Male,tertiary
15777179,Ellis,35,0.0,no,single,Male,secondary
15803538,Douglas,56,0.0,no,divorced,Male,tertiary
15610936,Becher,33,0.0,no,divorced,Male,primary
15590094,Nwachukwu,38,126265.88,no,married,Male,secondary
15572706,Smith,37,0.0,no,married,Male,unknown
15634564,Aksyonov,31,112713.34,no,married,Male,primary
15684296,Artyomova,34,141173.03,no,married,Male,secondary
15702293,Medvedeva,35,0.0,no,single,Female,secondary
15642099,Tsui,39,0.0,no,single,Male,tertiary
15773273,Runyon,38,118866.36,no,married,Male,secondary
15613337,Gallo,47,0.0,no,married,Male,secondary
15800482,Bradshaw,33,0.0,no,single,Female,secondary
15732644,Evans,54,92316.31,no,single,Female,secondary
15713426,Hancock,30,122185.53,no,married,Male,secondary
15640789,Butler,38,123345.85,no,divorced,Male,secondary
15598892,Bradshaw,30,73070.18,no,divorced,Male,tertiary
15606436,Bergamaschi,38,0.0,yes,married,Male,secondary
15751227,Ebelegbulam,47,95120.59,no,single,Male,secondary
15812365,Greco,40,102800.65,no,single,Male,primary
15616088,Lucas,70,97072.42,yes,married,Female,tertiary
15803886,Barber,31,132876.55,no,married,Male,secondary
15587311,Dobbs,33,0.0,yes,married,Male,secondary
15617401,Thomson,22,0.0,yes,married,Male,primary
15775886,Su,36,0.0,yes,married,Male,primary
15807305,Watkins,39,0.0,no,single,Male,tertiary
15761717,Ch'ien,26,51962.91,no,married,Male,primary
15628008,Monds,29,98759.89,no,married,Female,secondary
15583755,McClemans,33,156570.86,no,married,Male,tertiary
15661409,Shen,42,0.0,no,single,Female,secondary
15774250,Gallo,42,159024.71,yes,married,Male,secondary
15681476,Foveaux,39,73493.17,no,married,Female,tertiary
15654870,Longo,45,0.0,no,married,Female,secondary
15790448,Calabresi,35,69617.36,yes,married,Female,tertiary
15785326,Randall,35,136526.26,no,married,Female,primary
15592854,Garcia,25,113736.27,no,married,Male,secondary
15617486,Sullivan,52,106723.28,no,divorced,Male,secondary
15806796,Higgins,33,138847.9,no,single,Female,secondary
15644699,Crawford,40,0.0,yes,married,Female,secondary
15622305,Martin,33,107868.14,no,married,Female,primary
15608209,Currey,33,96926.12,no,married,Male,primary
15626898,Teng,30,77599.23,no,single,Male,tertiary
15644297,Austin,38,178787.54,no,divorced,Male,secondary
15731569,Hudson,81,0.0,no,single,Male,secondary
15582149,Ts'ui,34,129668.43,no,married,Female,secondary
15802483,Hancock,34,146178.13,no,married,Male,secondary
15686999,Nicholas,40,0.0,no,married,Female,primary
15772479,Napolitano,37,0.0,no,married,Male,secondary
15778884,Jamieson,38,154763.21,no,married,Female,tertiary
15623630,Foster,56,116251.24,no,married,Female,primary
15774316,Moretti,37,0.0,no,married,Male,secondary
15695097,Chiedozie,30,100954.88,no,married,Female,secondary
15645404,Okwukwe,51,124620.01,no,married,Female,secondary
15750574,Lumholtz,34,0.0,no,single,Female,secondary
15636812,Rose,40,112701.04,no,divorced,Male,secondary
15712068,Wan,45,84692.5,yes,married,Male,secondary
15652030,De Bernales,49,108204.52,no,single,Male,tertiary
15577398,Ch'eng,30,86449.39,no,single,Male,secondary
15756848,Edmondson,42,0.0,yes,married,Male,secondary
15806929,Ch'ien,36,73194.99,yes,married,Male,primary
15656005,Millar,31,124593.23,yes,married,Male,tertiary
15722632,Dickson,50,119655.77,no,married,Male,primary
15794356,Toscani,42,121765.37,no,married,Male,tertiary
15659656,Pan,35,110837.73,no,single,Male,tertiary
15588341,Chigozie,47,99835.17,no,married,Male,primary
15709142,Sagese,30,91057.37,no,married,Female,secondary
15627042,Reilly,26,0.0,no,married,Female,primary
15627517,Taylor,27,149400.27,no,single,Male,tertiary
15803032,Yen,38,89111.63,no,divorced,Male,secondary
15665129,Kapustin,33,132527.9,no,married,Male,tertiary
15628272,Singh,36,114997.42,no,single,Female,secondary
15678206,Yeh,46,161798.53,no,single,Male,secondary
15678427,Genovese,27,96129.32,yes,divorced,Female,tertiary
15678067,Boyle,45,0.0,no,divorced,Male,secondary
15793331,Blair,32,133050.97,yes,divorced,Male,secondary
15699532,Okagbue,51,120124.35,yes,single,Male,secondary
15605827,Khan,39,0.0,no,married,Male,primary
15643635,Robertson,32,133705.74,no,single,Male,tertiary
15787710,Tikhonov,39,0.0,no,divorced,Female,secondary
15614137,MacDonald,40,0.0,no,single,Female,secondary
15754494,Ah Mouy,33,152805.05,no,divorced,Female,primary
15713440,Barese,21,151701.45,no,married,Female,tertiary
15803479,Winter-Irving,67,0.0,no,married,Female,secondary
15709639,Wilson,22,112465.06,no,married,Female,secondary
15601719,Fiorentino,24,156007.09,no,married,Male,primary
15772482,Iloerika,28,132405.52,no,married,Male,tertiary
15591489,Davison,26,142662.68,no,married,Male,primary
15629002,Hamilton,36,102603.3,no,single,Male,secondary
15798053,Nnachetam,32,0.0,no,married,Male,secondary
15753895,Blue,37,0.0,no,divorced,Male,tertiary
15595426,Madukwe,57,105000.85,yes,married,Male,secondary
15645815,Mills,45,0.0,no,married,Male,secondary
15632848,Ferrari,36,69518.95,yes,married,Female,secondary
15703068,Nixon,41,126145.54,no,single,Male,secondary
15791513,Manfrin,41,138937.35,no,married,Male,tertiary
15587210,McCartney,44,113581.98,no,married,Female,tertiary
15793803,Robinson,34,112572.39,no,married,Male,primary
15787756,Nkemdirim,51,114514.71,no,single,Male,secondary
15723437,Sal,35,0.0,no,single,Female,secondary
15702715,Kao,34,0.0,yes,single,Female,secondary
15809872,Ikechukwu,32,84906.45,no,married,Male,secondary
15644295,Hargreaves,39,126816.18,no,married,Female,tertiary
15778694,Sievier,26,105249.76,no,married,Female,secondary
15759555,Murphy,41,0.0,no,married,Male,primary
15631406,Munro,50,109387.9,no,married,Male,secondary
15616676,Donnelly,23,122478.51,no,married,Male,secondary
15771154,North,73,137732.23,no,divorced,Female,tertiary
15669491,Cruz,46,157866.77,no,single,Female,secondary
15697691,Sinclair,41,0.0,yes,married,Female,primary
15665180,Vasiliev,31,136789.14,no,married,Female,secondary
15752588,Vasilyeva,36,0.0,no,married,Male,secondary
15743051,Hamilton,30,144684.03,no,single,Male,unknown
15571873,Sung,24,107065.31,no,single,Male,secondary
15679743,Genovesi,33,91301.72,no,single,Female,tertiary
15769412,Atkinson,39,207034.96,no,divorced,Male,secondary
15775124,Watterston,37,0.0,no,married,Male,secondary
15732113,Butters,50,0.0,no,divorced,Male,secondary
15578141,Chien,38,0.0,no,married,Male,secondary
15595874,Gorbunova,36,0.0,no,single,Female,secondary
15755642,Bulgakov,34,0.0,no,married,Male,primary
15576526,Steele,36,0.0,yes,married,Male,tertiary
15792489,Polyakova,42,0.0,no,married,Male,primary
15733705,Bull,30,92472.1,no,married,Female,secondary
15807221,Weaver,21,0.0,no,married,Male,secondary
15573045,Earl,62,127738.75,no,single,Male,tertiary
15756824,Giordano,50,101242.98,no,divorced,Female,secondary
15773520,Begg,43,92599.55,no,married,Female,secondary
15627439,Pickering,36,0.0,yes,single,Female,tertiary
15701439,Fanucci,50,0.0,no,married,Female,secondary
15785352,Chang,37,82373.94,no,married,Male,secondary
15616525,Sopuluchi,31,141356.47,no,married,Male,primary
15717489,Martin,23,0.0,no,married,Male,secondary
15795737,McNaughtan,47,72664.0,no,married,Female,secondary
15693877,Stewart,47,123365.34,no,married,Female,primary
15576111,Reagan,33,121898.58,yes,single,Male,secondary
15595713,Heller,33,0.0,no,married,Male,primary
15808868,Nwokeocha,31,103696.97,no,married,Female,secondary
15708193,Liu,33,0.0,no,single,Male,secondary
15697801,Sokolova,56,74129.18,no,married,Female,secondary
15770121,Bancroft,34,0.0,no,single,Female,secondary
15800524,Nnanna,29,185379.02,no,single,Male,primary
15686236,Trevisani,47,118087.68,no,married,Female,primary
15659807,Nwachinemelu,41,109402.13,yes,married,Male,primary
15736078,Ting,33,130367.87,no,married,Female,secondary
15620836,Lo Duca,34,108410.87,no,single,Female,secondary
15698184,Marshall,50,90408.16,no,married,Female,tertiary
15717643,Band,34,90425.15,yes,divorced,Female,secondary
15776596,Ferri,39,140094.59,no,married,Female,secondary
15814757,Carter,31,0.0,no,married,Male,primary
15812607,Wilson,46,95439.4,no,single,Female,tertiary
15663888,Connor,34,204017.4,no,single,Male,secondary
15748882,Reid,29,0.0,no,married,Male,secondary
15690829,Sandefur,49,137115.16,no,married,Male,secondary
15695819,Bidwill,43,134740.19,no,married,Male,secondary
15696834,Cone,29,0.0,yes,married,Female,secondary
15797710,Saunders,29,98955.87,yes,married,Male,secondary
15700654,Liardet,44,49157.09,yes,single,Male,tertiary
15583764,Wilkes,31,130240.33,no,married,Male,secondary
15688849,Martin,48,108019.27,no,single,Male,tertiary
15661473,Boni,51,126725.25,no,divorced,Male,secondary
15601030,Patel,34,96693.66,yes,married,Female,secondary
15789557,Howell-Price,27,129810.6,yes,single,Female,tertiary
15745250,Simpson,58,156652.13,no,single,Male,primary
15590349,Rowland,36,0.0,no,married,Female,primary
15741693,Barnard,40,130661.96,no,single,Male,secondary
15618446,Nnonso,50,0.0,no,single,Female,tertiary
15766552,Rossi,37,0.0,no,single,Male,tertiary
15668775,Pendred,47,130747.1,no,married,Male,secondary
15757895,Martin,30,106629.49,no,divorced,Male,tertiary
15774551,K?,36,112029.83,no,married,Male,secondary
15684011,Miller,29,130575.26,no,single,Male,primary
15736146,Afamefula,28,96679.71,no,married,Male,secondary
15656286,Sims,33,0.0,yes,single,Male,tertiary
15774847,Knight,50,171740.69,yes,single,Male,tertiary
15619340,Obijiaku,38,0.0,no,single,Male,secondary
15815656,Hopkins,39,100116.67,no,married,Female,primary
15623357,Onio,24,120596.93,no,married,Male,tertiary
15601324,Black,48,0.0,yes,single,Female,tertiary
15715510,Eluemuno,29,95984.69,no,married,Male,primary
15663770,Doyle,38,142557.11,no,married,Male,primary
15779267,Onyemere,47,0.0,no,married,Male,secondary
15597957,Rahman,66,0.0,no,single,Male,secondary
15584620,Su,36,143644.16,no,married,Female,primary
15750772,Walker,38,132129.72,yes,married,Female,secondary
15706557,Ferguson,52,0.0,no,married,Female,secondary
15594391,Samaniego,68,183555.24,no,married,Female,primary
15661656,Onwumelu,38,91902.56,yes,single,Male,secondary
15631217,Young,40,156218.19,no,single,Male,tertiary
15588955,Mazzi,43,93259.57,yes,married,Female,secondary
15758252,Toscano,45,168085.38,no,single,Female,tertiary
15740223,Walton,51,107714.74,yes,single,Male,secondary
15805413,Chiang,31,117852.26,no,married,Female,secondary
15635116,Burgos,60,0.0,no,married,Male,secondary
15764892,Spinelli,51,84474.62,no,single,Female,tertiary
15795936,Lung,50,0.0,no,married,Male,secondary
15655232,Noble,35,126803.34,no,married,Male,secondary
15640133,Pai,34,0.0,yes,married,Female,secondary
15751524,Chigozie,36,68806.84,no,single,Female,secondary
15670552,Peavy,31,115141.18,no,divorced,Female,tertiary
15623966,Yermakov,35,0.0,no,single,Female,primary
15752193,Burton,34,90723.36,no,married,Male,secondary
15607269,Costa,49,151249.45,no,married,Female,tertiary
15700752,Pugliesi,32,0.0,no,single,Female,tertiary
15777901,Lindell,43,94752.49,no,married,Female,secondary
15639117,Sorenson,34,0.0,yes,married,Female,secondary
15720203,Arcuri,28,0.0,no,married,Male,secondary
15586236,Banks,31,132084.66,no,single,Male,tertiary
15676645,Parry,45,0.0,no,divorced,Male,tertiary
15715988,Cockett,35,0.0,yes,single,Male,tertiary
15603749,Galkina,53,45472.28,no,married,Female,secondary
15608956,Su,33,0.0,no,single,Male,secondary
15733872,Marino,33,130229.71,no,married,Female,secondary
15666982,Spears,38,123948.85,no,single,Female,secondary
15602647,Cunningham,39,127415.85,no,married,Male,secondary
15623063,Taylor,35,110067.71,no,divorced,Male,secondary
15682928,Chiazagomekpere,39,65521.2,yes,married,Male,primary
15729246,Hardacre,31,0.0,yes,married,Male,secondary
15588928,Maslow,47,0.0,no,married,Male,secondary
15803352,Scott,33,155736.42,no,single,Male,tertiary
15607485,Wakelin,29,0.0,yes,married,Female,secondary
15656249,Esposito,34,118307.57,no,married,Female,secondary
15761783,Shah,41,0.0,no,married,Male,primary
15716605,Chukwufumnanya,24,103099.17,no,married,Female,secondary
15757425,Fleming,38,0.0,yes,single,Female,secondary
15603096,Lori,33,125789.69,no,married,Male,tertiary
15588580,Kennedy,36,109646.83,no,single,Female,secondary
15770539,Walters,30,127187.86,no,single,Male,tertiary
15572022,Han,36,0.0,no,single,Female,secondary
